,Duration,Destination,Gender,Age,userID,groupAge,destID,rating
32777,14,MALAYSIA,1,36,32274,35-60,1,3
32778,19,INDIA,1,36,32274,35-60,12,1
32779,2,PHILIPPINES,1,36,32274,35-60,8,2
32780,3,VIET NAM,1,36,32274,35-60,23,3
32781,59,SINGAPORE,1,36,32274,35-60,2,1
32783,67,MALAYSIA,1,36,32274,35-60,1,3
32784,27,CHINA,1,36,32274,35-60,3,6
32785,18,THAILAND,1,36,32274,35-60,0,2
32786,37,JAPAN,1,36,32274,35-60,15,2
32787,3,MALAYSIA,1,36,32274,35-60,1,3
32791,16,BULGARIA,1,36,32274,35-60,83,1
32793,10,HONG KONG,1,36,32274,35-60,13,2
32794,10,UNITED ARAB EMIRATES,1,36,32274,35-60,10,2
32795,5,CHINA,1,36,32274,35-60,3,6
32796,6,HONG KONG,1,36,32274,35-60,13,2
32797,49,INDONESIA,1,36,32274,35-60,11,1
32799,76,JAPAN,1,36,32274,35-60,15,2
32801,2,UNITED ARAB EMIRATES,1,36,32274,35-60,10,2
32804,21,THAILAND,1,36,32274,35-60,0,2
32805,12,CHINA,1,36,32274,35-60,3,6
32806,20,SRI LANKA,1,36,32304,35-60,44,1
32807,27,"KOREA, REPUBLIC OF",1,36,32304,35-60,5,2
32808,12,MALAYSIA,1,36,32304,35-60,1,3
32809,26,SINGAPORE,1,36,32304,35-60,2,8
32810,28,SINGAPORE,1,36,32304,35-60,2,8
32812,12,UNITED ARAB EMIRATES,1,36,32304,35-60,10,1
32813,12,SINGAPORE,1,36,32304,35-60,2,8
32814,2,SINGAPORE,1,36,32304,35-60,2,8
32815,25,HONG KONG,1,36,32304,35-60,13,4
32816,39,VIET NAM,1,36,32304,35-60,23,1
32818,2,SINGAPORE,1,36,32304,35-60,2,8
32819,68,AUSTRIA,1,36,32304,35-60,45,1
32820,91,UNITED KINGDOM,1,36,32304,35-60,27,2
32821,67,MALAYSIA,1,36,32304,35-60,1,3
32836,4,SINGAPORE,1,36,32304,35-60,2,8
32850,2,SINGAPORE,1,36,32304,35-60,2,8
32876,15,SINGAPORE,1,36,32304,35-60,2,8
32889,9,GREECE,1,36,32304,35-60,49,1
32907,5,HONG KONG,1,36,32304,35-60,13,4
32908,37,LAO PEOPLE'S DEMOCRATIC REPUBLIC,1,36,32304,35-60,4,1
32909,80,HONG KONG,1,36,32304,35-60,13,4
32910,84,CHINA,1,36,32304,35-60,3,1
32911,33,CAMBODIA,1,36,32304,35-60,28,1
32912,3,THAILAND,1,36,32304,35-60,0,1
32913,20,HONG KONG,1,36,32304,35-60,13,4
32914,4,UNITED KINGDOM,1,36,32304,35-60,27,2
32915,7,INDIA,1,36,32304,35-60,12,1
32916,5,MALAYSIA,1,36,32304,35-60,1,3
32917,73,FINLAND,1,36,32304,35-60,74,1
32919,14,"KOREA, REPUBLIC OF",1,36,32304,35-60,5,2
32920,34,MYANMAR,1,36,32334,35-60,22,2
32921,48,VIET NAM,1,36,32334,35-60,23,1
32922,29,CHINA,1,36,32334,35-60,3,5
32923,10,THAILAND,1,36,32334,35-60,0,5
32924,12,CHINA,1,36,32334,35-60,3,5
32925,23,FRANCE,1,36,32334,35-60,31,1
32926,35,JAPAN,1,36,32334,35-60,15,2
32927,22,MALAYSIA,1,36,32334,35-60,1,2
32928,33,PHILIPPINES,1,36,32334,35-60,8,2
32929,17,HONG KONG,1,36,32334,35-60,13,1
32930,10,PHILIPPINES,1,36,32334,35-60,8,2
32931,21,INDIA,1,36,32334,35-60,12,2
32932,3,SINGAPORE,1,36,32334,35-60,2,4
32933,11,THAILAND,1,36,32334,35-60,0,5
32934,4,THAILAND,1,36,32334,35-60,0,5
32935,11,THAILAND,1,36,32334,35-60,0,5
32936,34,CHINA,1,36,32334,35-60,3,5
32937,2,SINGAPORE,1,36,32334,35-60,2,4
32938,10,INDONESIA,1,36,32334,35-60,11,1
32939,68,MALAYSIA,1,36,32334,35-60,1,2
32940,20,INDIA,1,36,32334,35-60,12,2
32941,3,CHINA,1,36,32334,35-60,3,5
32942,7,THAILAND,1,36,32334,35-60,0,5
32943,43,MYANMAR,1,36,32334,35-60,22,2
32944,30,AUSTRALIA,1,36,32334,35-60,9,1
32945,8,MALTA,1,36,32334,35-60,65,1
32946,18,CHINA,1,36,32334,35-60,3,5
32947,6,SINGAPORE,1,36,32334,35-60,2,4
32948,7,JAPAN,1,36,32334,35-60,15,2
32949,35,SINGAPORE,1,36,32334,35-60,2,4
32950,18,FRANCE,1,36,32364,35-60,31,1
32951,18,UNITED KINGDOM,1,36,32364,35-60,27,2
32952,62,UNITED KINGDOM,1,36,32364,35-60,27,2
32953,82,SINGAPORE,1,36,32364,35-60,2,5
32955,75,SRI LANKA,1,36,32364,35-60,44,1
32956,2,CHINA,1,36,32364,35-60,3,2
32957,19,"KOREA, REPUBLIC OF",1,36,32364,35-60,5,2
32958,67,AUSTRALIA,1,36,32364,35-60,9,1
32959,5,SINGAPORE,1,36,32364,35-60,2,5
32960,13,INDONESIA,1,36,32364,35-60,11,2
32962,76,INDONESIA,1,36,32364,35-60,11,2
32964,13,SINGAPORE,1,36,32364,35-60,2,5
32965,4,THAILAND,1,36,32364,35-60,0,4
32966,41,MALAYSIA,1,36,32364,35-60,1,3
32967,21,PHILIPPINES,1,36,32364,35-60,8,1
32968,66,MALAYSIA,1,36,32364,35-60,1,3
32969,9,"KOREA, REPUBLIC OF",1,36,32364,35-60,5,2
32970,10,CHINA,1,36,32364,35-60,3,2
32971,11,JAPAN,1,36,32364,35-60,15,2
32973,54,HONG KONG,1,36,32364,35-60,13,2
32974,21,SINGAPORE,1,36,32364,35-60,2,5
32976,10,SINGAPORE,1,36,32364,35-60,2,5
32977,34,CAMBODIA,1,36,32364,35-60,28,1
32978,12,JAPAN,1,36,32364,35-60,15,2
32979,15,HONG KONG,1,36,32364,35-60,13,2
32980,28,THAILAND,1,36,32364,35-60,0,4
32981,4,INDIA,1,36,32364,35-60,12,1
32982,16,MALAYSIA,1,36,32364,35-60,1,3
32983,28,THAILAND,1,36,32364,35-60,0,4
32986,6,THAILAND,1,36,32364,35-60,0,4
32987,15,CHINA,1,36,32394,35-60,3,5
32988,16,SINGAPORE,1,36,32394,35-60,2,7
32989,41,SINGAPORE,1,36,32394,35-60,2,7
32990,12,CHINA,1,36,32394,35-60,3,5
32991,49,SINGAPORE,1,36,32394,35-60,2,7
32992,20,CHINA,1,36,32394,35-60,3,5
32994,2,MYANMAR,1,36,32394,35-60,22,2
33048,6,SINGAPORE,1,36,32394,35-60,2,7
33069,16,JAPAN,1,36,32394,35-60,15,3
33081,25,PHILIPPINES,1,36,32394,35-60,8,2
33082,15,CAMBODIA,1,36,32394,35-60,28,2
33084,49,MALAYSIA,1,36,32394,35-60,1,2
33085,3,MALAYSIA,1,36,32394,35-60,1,2
33086,7,THAILAND,1,36,32394,35-60,0,2
33087,6,VIET NAM,1,36,32394,35-60,23,1
33088,27,MYANMAR,1,36,32394,35-60,22,2
33089,87,PHILIPPINES,1,36,32394,35-60,8,2
33090,12,SINGAPORE,1,36,32394,35-60,2,7
33091,47,JAPAN,1,36,32394,35-60,15,3
33092,32,INDONESIA,1,36,32394,35-60,11,1
33093,12,SINGAPORE,1,36,32394,35-60,2,7
33094,49,CHINA,1,36,32394,35-60,3,5
33095,56,AUSTRALIA,1,36,32394,35-60,9,1
33097,18,INDIA,1,36,32394,35-60,12,1
33098,72,THAILAND,1,36,32394,35-60,0,2
33099,64,CAMBODIA,1,36,32394,35-60,28,2
33102,36,SINGAPORE,1,36,32394,35-60,2,7
33103,24,JAPAN,1,36,32394,35-60,15,3
33105,26,CHINA,1,36,32394,35-60,3,5
33108,13,"TAIWAN, PROVINCE OF CHINA",1,36,32394,35-60,16,1
33110,7,PHILIPPINES,1,36,32424,35-60,8,6
33111,31,PHILIPPINES,1,36,32424,35-60,8,6
33112,65,CHINA,1,36,32424,35-60,3,6
33114,40,JAPAN,1,36,32424,35-60,15,2
33115,24,CHINA,1,36,32424,35-60,3,6
33116,86,NETHERLANDS,1,36,32424,35-60,29,1
33117,83,PHILIPPINES,1,36,32424,35-60,8,6
33118,66,MALAYSIA,1,36,32424,35-60,1,1
33119,6,"TAIWAN, PROVINCE OF CHINA",1,36,32424,35-60,16,2
33120,32,PHILIPPINES,1,36,32424,35-60,8,6
33122,4,MYANMAR,1,36,32424,35-60,22,1
33125,58,UNITED KINGDOM,1,36,32424,35-60,27,3
33126,67,MONGOLIA,1,36,32424,35-60,88,1
33128,4,CHINA,1,36,32424,35-60,3,6
33129,6,JAPAN,1,36,32424,35-60,15,2
33130,65,UNITED KINGDOM,1,36,32424,35-60,27,3
33131,42,CHINA,1,36,32424,35-60,3,6
33133,58,PHILIPPINES,1,36,32424,35-60,8,6
33134,37,INDONESIA,1,36,32424,35-60,11,1
33135,7,SINGAPORE,1,36,32424,35-60,2,3
33136,19,CHINA,1,36,32424,35-60,3,6
33137,27,SINGAPORE,1,36,32424,35-60,2,3
33138,17,THAILAND,1,36,32424,35-60,0,2
33139,23,UNITED KINGDOM,1,36,32424,35-60,27,3
33142,10,PHILIPPINES,1,36,32424,35-60,8,6
33143,24,THAILAND,1,36,32424,35-60,0,2
33144,39,SWEDEN,1,36,32424,35-60,62,1
33145,33,SINGAPORE,1,36,32424,35-60,2,3
33146,2,"TAIWAN, PROVINCE OF CHINA",1,36,32424,35-60,16,2
33147,42,CHINA,1,36,32424,35-60,3,6
33148,25,SINGAPORE,1,36,32454,35-60,2,7
33149,5,HONG KONG,1,36,32454,35-60,13,2
33150,10,CHINA,1,36,32454,35-60,3,3
33151,11,MALAYSIA,1,36,32454,35-60,1,4
33152,5,INDIA,1,36,32454,35-60,12,2
33153,60,PERU,1,36,32454,35-60,26,1
33155,85,MALAYSIA,1,36,32454,35-60,1,4
33157,4,SINGAPORE,1,36,32454,35-60,2,7
33158,4,MALAYSIA,1,36,32454,35-60,1,4
33163,12,THAILAND,1,36,32454,35-60,0,2
33204,7,SINGAPORE,1,36,32454,35-60,2,7
33235,14,SINGAPORE,1,36,32454,35-60,2,7
33239,21,SINGAPORE,1,36,32454,35-60,2,7
33244,29,ITALY,1,36,32454,35-60,38,1
33264,26,JAPAN,1,36,32454,35-60,15,1
33265,8,THAILAND,1,36,32454,35-60,0,2
33266,21,VIET NAM,1,36,32454,35-60,23,2
33267,87,MALAYSIA,1,36,32454,35-60,1,4
33268,41,CHINA,1,36,32454,35-60,3,3
33270,18,MYANMAR,1,36,32454,35-60,22,2
33271,27,CHINA,1,36,32454,35-60,3,3
33272,47,INDIA,1,36,32454,35-60,12,2
33273,45,VIET NAM,1,36,32454,35-60,23,2
33274,25,SINGAPORE,1,36,32454,35-60,2,7
33275,32,MYANMAR,1,36,32454,35-60,22,2
33278,20,SINGAPORE,1,36,32454,35-60,2,7
33280,41,"TAIWAN, PROVINCE OF CHINA",1,36,32454,35-60,16,1
33281,17,HONG KONG,1,36,32454,35-60,13,2
33282,16,PHILIPPINES,1,36,32454,35-60,8,2
33283,46,PHILIPPINES,1,36,32454,35-60,8,2
33284,73,MALAYSIA,1,36,32484,35-60,1,5
33285,35,PHILIPPINES,1,36,32484,35-60,8,5
33287,92,THAILAND,1,36,32484,35-60,0,2
33288,18,CHINA,1,36,32484,35-60,3,4
33289,41,CHINA,1,36,32484,35-60,3,4
33291,46,MALAYSIA,1,36,32484,35-60,1,5
33292,73,INDONESIA,1,36,32484,35-60,11,1
33293,72,HONG KONG,1,36,32484,35-60,13,3
33294,30,CHINA,1,36,32484,35-60,3,4
33295,14,HONG KONG,1,36,32484,35-60,13,3
33296,18,CAMBODIA,1,36,32484,35-60,28,1
33297,68,PHILIPPINES,1,36,32484,35-60,8,5
33298,10,THAILAND,1,36,32484,35-60,0,2
33299,27,CHINA,1,36,32484,35-60,3,4
33301,73,POLAND,1,36,32484,35-60,64,1
33302,3,SINGAPORE,1,36,32484,35-60,2,3
33304,8,MALAYSIA,1,36,32484,35-60,1,5
33305,15,PHILIPPINES,1,36,32484,35-60,8,5
33308,4,HONG KONG,1,36,32484,35-60,13,3
33309,20,INDIA,1,36,32484,35-60,12,1
33310,4,MALAYSIA,1,36,32484,35-60,1,5
33311,8,MALAYSIA,1,36,32484,35-60,1,5
33312,5,PHILIPPINES,1,36,32484,35-60,8,5
33313,8,PHILIPPINES,1,36,32484,35-60,8,5
33314,4,NEPAL,1,36,32484,35-60,17,1
33315,54,UNITED ARAB EMIRATES,1,36,32484,35-60,10,1
33316,48,UNITED KINGDOM,1,36,32484,35-60,27,1
33317,24,SINGAPORE,1,36,32484,35-60,2,3
33318,62,JAPAN,1,36,32484,35-60,15,1
33320,36,SINGAPORE,1,36,32484,35-60,2,3
33321,9,SINGAPORE,1,36,32514,35-60,2,4
33322,2,JORDAN,1,36,32514,35-60,54,2
33323,34,MYANMAR,1,36,32514,35-60,22,2
33324,34,MYANMAR,1,36,32514,35-60,22,2
33325,2,JORDAN,1,36,32514,35-60,54,2
33326,17,IRELAND,1,36,32514,35-60,18,1
33328,45,AUSTRALIA,1,36,32514,35-60,9,2
33329,87,UNITED KINGDOM,1,36,32514,35-60,27,2
33331,41,CHINA,1,36,32514,35-60,3,4
33333,8,CHINA,1,36,32514,35-60,3,4
33334,42,PHILIPPINES,1,36,32514,35-60,8,1
33335,21,MALAYSIA,1,36,32514,35-60,1,3
33336,3,INDIA,1,36,32514,35-60,12,3
33338,53,CHINA,1,36,32514,35-60,3,4
33339,46,HONG KONG,1,36,32514,35-60,13,1
33340,31,UNITED KINGDOM,1,36,32514,35-60,27,2
33341,3,MALAYSIA,1,36,32514,35-60,1,3
33342,89,SINGAPORE,1,36,32514,35-60,2,4
33343,71,SRI LANKA,1,36,32514,35-60,44,1
33344,56,INDONESIA,1,36,32514,35-60,11,3
33345,16,SINGAPORE,1,36,32514,35-60,2,4
33346,14,SINGAPORE,1,36,32514,35-60,2,4
33347,34,INDONESIA,1,36,32514,35-60,11,3
33349,5,INDIA,1,36,32514,35-60,12,3
33350,11,CHINA,1,36,32514,35-60,3,4
33351,4,MALAYSIA,1,36,32514,35-60,1,3
33352,7,INDIA,1,36,32514,35-60,12,3
33378,10,INDONESIA,1,36,32514,35-60,11,3
33386,8,AUSTRALIA,1,36,32514,35-60,9,2
33452,8,NEW ZEALAND,1,36,32514,35-60,7,1
33456,6,GREECE,1,36,32544,35-60,49,1
33459,2,CYPRUS,1,36,32544,35-60,99,1
33460,46,DENMARK,1,36,32544,35-60,69,2
33461,20,THAILAND,1,36,32544,35-60,0,3
33464,7,CHINA,1,36,32544,35-60,3,5
33466,67,UNITED KINGDOM,1,36,32544,35-60,27,2
33467,23,VIET NAM,1,36,32544,35-60,23,1
33469,13,UNITED KINGDOM,1,36,32544,35-60,27,2
33471,40,CHINA,1,36,32544,35-60,3,5
33473,28,MYANMAR,1,36,32544,35-60,22,2
33474,93,PHILIPPINES,1,36,32544,35-60,8,5
33475,9,HONG KONG,1,36,32544,35-60,13,1
33476,17,THAILAND,1,36,32544,35-60,0,3
33477,38,PHILIPPINES,1,36,32544,35-60,8,5
33478,18,PHILIPPINES,1,36,32544,35-60,8,5
33481,10,MYANMAR,1,36,32544,35-60,22,2
33483,51,AUSTRALIA,1,36,32544,35-60,9,1
33484,34,THAILAND,1,36,32544,35-60,0,3
33485,7,CHINA,1,36,32544,35-60,3,5
33486,9,GERMANY,1,36,32544,35-60,40,1
33487,32,PHILIPPINES,1,36,32544,35-60,8,5
33489,46,DENMARK,1,36,32544,35-60,69,2
33490,31,CHINA,1,36,32544,35-60,3,5
33492,42,CAMBODIA,1,36,32544,35-60,28,2
33493,81,CAMBODIA,1,36,32544,35-60,28,2
33495,24,PHILIPPINES,1,36,32544,35-60,8,5
33496,6,SINGAPORE,1,36,32544,35-60,2,2
33498,3,CHINA,1,36,32544,35-60,3,5
33499,8,SINGAPORE,1,36,32544,35-60,2,2
33500,22,JAPAN,1,36,32544,35-60,15,1
33502,5,PHILIPPINES,1,36,32574,35-60,8,3
33503,6,MYANMAR,1,36,32574,35-60,22,3
33504,37,BRUNEI DARUSSALAM,1,36,32574,35-60,6,1
33506,51,HONG KONG,1,36,32574,35-60,13,1
33507,5,MALAYSIA,1,36,32574,35-60,1,2
33508,18,CHINA,1,36,32574,35-60,3,2
33510,26,PHILIPPINES,1,36,32574,35-60,8,3
33512,5,SINGAPORE,1,36,32574,35-60,2,6
33513,18,"TAIWAN, PROVINCE OF CHINA",1,36,32574,35-60,16,1
33516,45,JAPAN,1,36,32574,35-60,15,2
33517,11,CAMBODIA,1,36,32574,35-60,28,1
33518,66,FRANCE,1,36,32574,35-60,31,1
33519,56,JAPAN,1,36,32574,35-60,15,2
33520,23,SINGAPORE,1,36,32574,35-60,2,6
33521,16,THAILAND,1,36,32574,35-60,0,2
33523,16,PHILIPPINES,1,36,32574,35-60,8,3
33524,8,INDONESIA,1,36,32574,35-60,11,1
33525,2,CHINA,1,36,32574,35-60,3,2
33526,19,SINGAPORE,1,36,32574,35-60,2,6
33527,25,MYANMAR,1,36,32574,35-60,22,3
33528,23,MYANMAR,1,36,32574,35-60,22,3
33570,25,SINGAPORE,1,36,32574,35-60,2,6
33572,10,SPAIN,1,36,32574,35-60,34,1
33574,60,KENYA,1,36,32574,35-60,104,1
33582,76,MALAYSIA,1,36,32574,35-60,1,2
33592,92,"TANZANIA, UNITED REPUBLIC OF",1,36,32574,35-60,101,1
33595,34,SINGAPORE,1,36,32574,35-60,2,6
33597,63,THAILAND,1,36,32574,35-60,0,2
33603,41,INDIA,1,36,32574,35-60,12,1
33605,58,SINGAPORE,1,36,32574,35-60,2,6
33606,15,INDIA,1,36,32604,35-60,12,2
33607,15,INDIA,1,36,32604,35-60,12,2
33613,10,PHILIPPINES,1,36,32604,35-60,8,3
33614,24,SINGAPORE,1,36,32604,35-60,2,2
33615,6,GREECE,1,36,32604,35-60,49,2
33616,18,"TAIWAN, PROVINCE OF CHINA",1,36,32604,35-60,16,1
33618,50,JAPAN,1,36,32604,35-60,15,1
33662,24,HONG KONG,1,36,32604,35-60,13,8
33663,26,THAILAND,1,36,32604,35-60,0,1
33664,52,GREECE,1,36,32604,35-60,49,2
33665,39,MYANMAR,1,36,32604,35-60,22,1
33666,5,CHINA,1,36,32604,35-60,3,2
33667,80,INDONESIA,1,36,32604,35-60,11,1
33668,78,HONG KONG,1,36,32604,35-60,13,8
33669,78,HONG KONG,1,36,32604,35-60,13,8
33670,12,AUSTRALIA,1,36,32604,35-60,9,1
33671,6,PHILIPPINES,1,36,32604,35-60,8,3
33672,34,UNITED STATES,1,36,32604,35-60,14,1
33673,45,HONG KONG,1,36,32604,35-60,13,8
33674,45,HONG KONG,1,36,32604,35-60,13,8
33675,10,HONG KONG,1,36,32604,35-60,13,8
33676,5,SINGAPORE,1,36,32604,35-60,2,2
33677,47,ITALY,1,36,32604,35-60,38,1
33680,40,HONG KONG,1,36,32604,35-60,13,8
33681,69,CHINA,1,36,32604,35-60,3,2
33682,82,PHILIPPINES,1,36,32604,35-60,8,3
33684,21,HONG KONG,1,36,32604,35-60,13,8
33685,61,IRELAND,1,36,32604,35-60,18,1
33686,12,MALAYSIA,1,36,32604,35-60,1,1
33687,10,GERMANY,1,36,32604,35-60,40,1
33689,7,HONG KONG,1,36,32634,35-60,13,3
33690,29,CHINA,1,36,32634,35-60,3,3
33692,73,THAILAND,1,36,32634,35-60,0,4
33693,28,SWITZERLAND,1,36,32634,35-60,41,1
33695,15,AUSTRALIA,1,36,32634,35-60,9,1
33696,76,CHINA,1,36,32634,35-60,3,3
33697,86,THAILAND,1,36,32634,35-60,0,4
33698,50,INDIA,1,36,32634,35-60,12,2
33701,14,UNITED KINGDOM,1,36,32634,35-60,27,1
33703,78,SINGAPORE,1,36,32634,35-60,2,2
33705,40,GERMANY,1,36,32634,35-60,40,1
33707,19,VIET NAM,1,36,32634,35-60,23,1
33708,43,MALAYSIA,1,36,32634,35-60,1,5
33709,67,MALAYSIA,1,36,32634,35-60,1,5
33710,23,MALAYSIA,1,36,32634,35-60,1,5
33711,84,JAPAN,1,36,32634,35-60,15,1
33712,8,INDIA,1,36,32634,35-60,12,2
33713,25,CHINA,1,36,32634,35-60,3,3
33715,57,BRAZIL,1,36,32634,35-60,89,1
33716,18,HONG KONG,1,36,32634,35-60,13,3
33717,17,THAILAND,1,36,32634,35-60,0,4
33718,3,MALAYSIA,1,36,32634,35-60,1,5
33719,3,SPAIN,1,36,32634,35-60,34,1
33721,5,CAMBODIA,1,36,32634,35-60,28,1
33722,49,HONG KONG,1,36,32634,35-60,13,3
33724,20,ETHIOPIA,1,36,32634,35-60,106,1
33727,20,MALAYSIA,1,36,32634,35-60,1,5
33728,8,SINGAPORE,1,36,32634,35-60,2,2
33729,64,THAILAND,1,36,32634,35-60,0,4
33731,7,MYANMAR,1,36,32634,35-60,22,1
33732,39,HONG KONG,1,36,32664,35-60,13,3
33734,5,PHILIPPINES,1,36,32664,35-60,8,2
33736,7,THAILAND,1,36,32664,35-60,0,7
33737,28,MALAYSIA,1,36,32664,35-60,1,2
33738,8,INDIA,1,36,32664,35-60,12,1
33739,10,SINGAPORE,1,36,32664,35-60,2,4
33740,36,GERMANY,1,36,32664,35-60,40,2
33741,19,INDONESIA,1,36,32664,35-60,11,3
33742,18,SINGAPORE,1,36,32664,35-60,2,4
33744,4,SINGAPORE,1,36,32664,35-60,2,4
33746,4,THAILAND,1,36,32664,35-60,0,7
33797,10,SINGAPORE,1,36,32664,35-60,2,4
33817,41,GERMANY,1,36,32664,35-60,40,2
33826,22,MALAYSIA,1,36,32664,35-60,1,2
33832,19,HONG KONG,1,36,32664,35-60,13,3
33833,4,THAILAND,1,36,32664,35-60,0,7
33835,40,CHINA,1,36,32664,35-60,3,1
33839,25,INDONESIA,1,36,32664,35-60,11,3
33840,46,PHILIPPINES,1,36,32664,35-60,8,2
33841,8,THAILAND,1,36,32664,35-60,0,7
33842,13,AUSTRALIA,1,36,32664,35-60,9,1
33843,12,THAILAND,1,36,32664,35-60,0,7
33844,42,UNITED KINGDOM,1,36,32664,35-60,27,2
33845,27,UNITED KINGDOM,1,36,32664,35-60,27,2
33846,5,THAILAND,1,36,32664,35-60,0,7
33847,10,VIET NAM,1,36,32664,35-60,23,1
33848,35,HONG KONG,1,36,32664,35-60,13,3
33849,16,THAILAND,1,36,32664,35-60,0,7
33850,39,INDONESIA,1,36,32664,35-60,11,3
33851,41,CZECH REPUBLIC,1,36,32664,35-60,66,1
33852,84,CHINA,1,36,32694,35-60,3,6
33854,12,PHILIPPINES,1,36,32694,35-60,8,4
33855,21,CAMBODIA,1,36,32694,35-60,28,2
33856,9,THAILAND,1,36,32694,35-60,0,5
33857,39,CAMBODIA,1,36,32694,35-60,28,2
33858,7,MALAYSIA,1,36,32694,35-60,1,1
33859,10,CHINA,1,36,32694,35-60,3,6
33860,41,CHINA,1,36,32694,35-60,3,6
33861,29,CHINA,1,36,32694,35-60,3,6
33863,35,NETHERLANDS,1,36,32694,35-60,29,1
33864,46,CHINA,1,36,32694,35-60,3,6
33865,3,INDONESIA,1,36,32694,35-60,11,1
33866,4,PHILIPPINES,1,36,32694,35-60,8,4
33868,23,THAILAND,1,36,32694,35-60,0,5
33870,29,SINGAPORE,1,36,32694,35-60,2,3
33871,10,CHINA,1,36,32694,35-60,3,6
33872,72,SINGAPORE,1,36,32694,35-60,2,3
33873,4,PHILIPPINES,1,36,32694,35-60,8,4
33877,8,THAILAND,1,36,32694,35-60,0,5
33878,7,THAILAND,1,36,32694,35-60,0,5
33879,22,ITALY,1,36,32694,35-60,38,2
33880,22,ITALY,1,36,32694,35-60,38,2
33881,44,SWITZERLAND,1,36,32694,35-60,41,1
33882,79,JAPAN,1,36,32694,35-60,15,1
33883,7,THAILAND,1,36,32694,35-60,0,5
33884,84,PHILIPPINES,1,36,32694,35-60,8,4
33885,7,HONG KONG,1,36,32694,35-60,13,1
33886,4,VIET NAM,1,36,32694,35-60,23,1
33887,7,SINGAPORE,1,36,32694,35-60,2,3
33889,42,"TAIWAN, PROVINCE OF CHINA",1,36,32694,35-60,16,1
33891,17,CHINA,1,36,32724,35-60,3,3
33892,51,SINGAPORE,1,36,32724,35-60,2,2
33893,28,AUSTRALIA,1,36,32724,35-60,9,2
33894,12,UNITED KINGDOM,1,36,32724,35-60,27,3
33895,35,UNITED KINGDOM,1,36,32724,35-60,27,3
33896,5,HONG KONG,1,36,32724,35-60,13,3
33898,28,AUSTRALIA,1,36,32724,35-60,9,2
33899,29,THAILAND,1,36,32724,35-60,0,3
33900,16,INDONESIA,1,36,32724,35-60,11,2
33901,68,"TAIWAN, PROVINCE OF CHINA",1,36,32724,35-60,16,1
33902,69,CHINA,1,36,32724,35-60,3,3
33903,14,SINGAPORE,1,36,32724,35-60,2,2
33904,22,VIET NAM,1,36,32724,35-60,23,2
33907,4,PHILIPPINES,1,36,32724,35-60,8,1
33910,15,HONG KONG,1,36,32724,35-60,13,3
33911,15,HONG KONG,1,36,32724,35-60,13,3
33912,47,UNITED KINGDOM,1,36,32724,35-60,27,3
33913,2,SRI LANKA,1,36,32724,35-60,44,2
33914,8,INDONESIA,1,36,32724,35-60,11,2
33915,12,JAPAN,1,36,32724,35-60,15,1
34021,21,VIET NAM,1,36,32724,35-60,23,2
34022,19,MALAYSIA,1,36,32724,35-60,1,2
34023,21,THAILAND,1,36,32724,35-60,0,3
34024,12,"KOREA, REPUBLIC OF",1,36,32724,35-60,5,2
34026,41,THAILAND,1,36,32724,35-60,0,3
34027,2,MALAYSIA,1,36,32724,35-60,1,2
34028,11,SRI LANKA,1,36,32724,35-60,44,2
34029,68,"KOREA, REPUBLIC OF",1,36,32724,35-60,5,2
34030,51,NEW ZEALAND,1,36,32724,35-60,7,1
34033,68,CHINA,1,36,32724,35-60,3,3
34034,49,PHILIPPINES,1,36,32754,35-60,8,1
34035,22,THAILAND,1,36,32754,35-60,0,4
34036,10,CHINA,1,36,32754,35-60,3,9
34037,10,CHINA,1,36,32754,35-60,3,9
34038,14,HONG KONG,1,36,32754,35-60,13,1
34039,46,INDONESIA,1,36,32754,35-60,11,6
34041,64,CHINA,1,36,32754,35-60,3,9
34042,14,CHINA,1,36,32754,35-60,3,9
34043,9,CHINA,1,36,32754,35-60,3,9
34046,21,CHINA,1,36,32754,35-60,3,9
34047,41,CAMBODIA,1,36,32754,35-60,28,1
34049,14,CHINA,1,36,32754,35-60,3,9
34050,16,MALAYSIA,1,36,32754,35-60,1,3
34052,16,CHINA,1,36,32754,35-60,3,9
34053,37,INDONESIA,1,36,32754,35-60,11,6
34054,36,GERMANY,1,36,32754,35-60,40,1
34055,10,INDONESIA,1,36,32754,35-60,11,6
34056,76,INDONESIA,1,36,32754,35-60,11,6
34057,76,INDONESIA,1,36,32754,35-60,11,6
34060,32,THAILAND,1,36,32754,35-60,0,4
34062,13,INDONESIA,1,36,32754,35-60,11,6
34063,34,CHINA,1,36,32754,35-60,3,9
34064,12,JAPAN,1,36,32754,35-60,15,1
34065,41,MALAYSIA,1,36,32754,35-60,1,3
34066,4,MALAYSIA,1,36,32754,35-60,1,3
34068,42,SINGAPORE,1,36,32754,35-60,2,2
34071,10,THAILAND,1,36,32754,35-60,0,4
34072,36,"KOREA, REPUBLIC OF",1,36,32754,35-60,5,1
34074,53,SINGAPORE,1,36,32754,35-60,2,2
34075,29,THAILAND,1,36,32754,35-60,0,4
34076,14,CHINA,1,36,32784,35-60,3,2
34077,16,HONG KONG,1,36,32784,35-60,13,2
34078,19,SINGAPORE,1,36,32784,35-60,2,6
34080,7,SINGAPORE,1,36,32784,35-60,2,6
34081,48,AUSTRALIA,1,36,32784,35-60,9,1
34082,8,MALAYSIA,1,36,32784,35-60,1,3
