,Duration,Destination,Gender,Age,userID,groupAge,destID
34312,52,SINGAPORE,1,36,32874,35-60,2
34313,19,MALAYSIA,1,36,32874,35-60,1
34314,9,MALAYSIA,1,36,32874,35-60,1
34315,8,PERU,1,36,32874,35-60,26
34316,26,SINGAPORE,1,36,32874,35-60,2
34317,2,CAMBODIA,1,36,32874,35-60,28
34318,74,MALAYSIA,1,36,32874,35-60,1
34319,36,SINGAPORE,1,36,32874,35-60,2
34320,18,RUSSIAN FEDERATION,1,36,32874,35-60,35
34322,17,SINGAPORE,1,36,32874,35-60,2
34323,5,MALAYSIA,1,36,32874,35-60,1
34324,9,SINGAPORE,1,36,32874,35-60,2
34325,3,INDIA,1,36,32874,35-60,12
34326,17,CHINA,1,36,32904,35-60,3
34354,13,MALAYSIA,1,36,32904,35-60,1
34381,10,SINGAPORE,1,36,32904,35-60,2
34387,23,MALAYSIA,1,36,32904,35-60,1
34408,20,THAILAND,1,36,32904,35-60,0
34409,14,THAILAND,1,36,32904,35-60,0
34410,40,PHILIPPINES,1,36,32904,35-60,8
34411,33,MALAYSIA,1,36,32904,35-60,1
34412,8,INDONESIA,1,36,32904,35-60,11
34413,34,JAPAN,1,36,32904,35-60,15
34415,30,"TAIWAN, PROVINCE OF CHINA",1,36,32904,35-60,16
34417,5,THAILAND,1,36,32904,35-60,0
34418,6,THAILAND,1,36,32904,35-60,0
34420,18,MALAYSIA,1,36,32904,35-60,1
34422,8,MALAYSIA,1,36,32904,35-60,1
34423,66,INDONESIA,1,36,32904,35-60,11
34424,19,"TAIWAN, PROVINCE OF CHINA",1,36,32904,35-60,16
34425,15,THAILAND,1,36,32904,35-60,0
34426,11,CHINA,1,36,32904,35-60,3
34427,5,MALAYSIA,1,36,32904,35-60,1
34428,13,VIET NAM,1,36,32904,35-60,23
34429,58,THAILAND,1,36,32904,35-60,0
34431,12,JAPAN,1,36,32904,35-60,15
34434,44,JAPAN,1,36,32904,35-60,15
34436,4,MALAYSIA,1,36,32904,35-60,1
34437,4,HONG KONG,1,36,32904,35-60,13
34441,16,"KOREA, REPUBLIC OF",1,36,32904,35-60,5
34442,47,NORWAY,1,36,32904,35-60,37
34443,8,PHILIPPINES,1,36,32904,35-60,8
34445,23,PHILIPPINES,1,36,32904,35-60,8
34446,9,CHINA,1,36,32934,35-60,3
34447,75,CHINA,1,36,32934,35-60,3
34448,22,CHINA,1,36,32934,35-60,3
34450,25,MALAYSIA,1,36,32934,35-60,1
34451,25,GERMANY,1,36,32934,35-60,40
34452,14,PHILIPPINES,1,36,32934,35-60,8
34453,35,AUSTRALIA,1,36,32934,35-60,9
34454,19,PHILIPPINES,1,36,32934,35-60,8
34455,72,GERMANY,1,36,32934,35-60,40
34456,5,CHINA,1,36,32934,35-60,3
34458,35,"TAIWAN, PROVINCE OF CHINA",1,36,32934,35-60,16
34459,21,CHINA,1,36,32934,35-60,3
34460,77,HONG KONG,1,36,32934,35-60,13
34461,4,CHINA,1,36,32934,35-60,3
34463,59,JAPAN,1,36,32934,35-60,15
34464,23,JAPAN,1,36,32934,35-60,15
34465,5,THAILAND,1,36,32934,35-60,0
34466,29,INDIA,1,36,32934,35-60,12
34467,6,INDONESIA,1,36,32934,35-60,11
34468,29,INDIA,1,36,32934,35-60,12
34469,6,SINGAPORE,1,36,32934,35-60,2
34470,11,BRUNEI DARUSSALAM,1,36,32934,35-60,6
34472,16,INDONESIA,1,36,32934,35-60,11
34473,13,MYANMAR,1,36,32934,35-60,22
34475,3,INDIA,1,36,32934,35-60,12
34476,6,SINGAPORE,1,36,32934,35-60,2
34477,15,"TAIWAN, PROVINCE OF CHINA",1,36,32934,35-60,16
34478,46,SINGAPORE,1,36,32934,35-60,2
34480,9,SINGAPORE,1,36,32934,35-60,2
34481,9,CAMBODIA,1,36,32934,35-60,28
34482,40,CHINA,1,36,32964,35-60,3
34485,6,MALAYSIA,1,36,32964,35-60,1
34486,85,INDIA,1,36,32964,35-60,12
34487,86,JAPAN,1,36,32964,35-60,15
34488,20,AUSTRALIA,1,36,32964,35-60,9
34489,25,MYANMAR,1,36,32964,35-60,22
34491,57,JAPAN,1,36,32964,35-60,15
34492,32,INDONESIA,1,36,32964,35-60,11
34496,2,SINGAPORE,1,36,32964,35-60,2
34497,33,ROMANIA,1,36,32964,35-60,75
34498,73,PANAMA,1,36,32964,35-60,116
34499,5,SINGAPORE,1,36,32964,35-60,2
34500,13,SINGAPORE,1,36,32964,35-60,2
34501,81,MALAYSIA,1,36,32964,35-60,1
34502,6,SINGAPORE,1,36,32964,35-60,2
34503,24,THAILAND,1,36,32964,35-60,0
34504,23,MALAYSIA,1,36,32964,35-60,1
34505,52,JAPAN,1,36,32964,35-60,15
34506,61,PHILIPPINES,1,36,32964,35-60,8
34507,42,SWEDEN,1,36,32964,35-60,62
34508,4,SINGAPORE,1,36,32964,35-60,2
34509,16,UNITED KINGDOM,1,36,32964,35-60,27
34510,6,MALAYSIA,1,36,32964,35-60,1
34511,15,INDIA,1,36,32964,35-60,12
34514,13,HONG KONG,1,36,32964,35-60,13
34516,80,VIET NAM,1,36,32964,35-60,23
34517,39,INDONESIA,1,36,32964,35-60,11
34518,64,GERMANY,1,36,32964,35-60,40
34519,8,INDONESIA,1,36,32964,35-60,11
34521,4,INDIA,1,36,32964,35-60,12
34522,11,SINGAPORE,1,36,32994,35-60,2
34524,33,ROMANIA,1,36,32994,35-60,75
34526,2,RUSSIAN FEDERATION,1,36,32994,35-60,35
34527,30,CHINA,1,36,32994,35-60,3
34586,7,SINGAPORE,1,36,32994,35-60,2
34594,13,MALAYSIA,1,36,32994,35-60,1
34613,47,CHINA,1,36,32994,35-60,3
34614,5,INDONESIA,1,36,32994,35-60,11
34615,70,BELGIUM,1,36,32994,35-60,70
34616,11,UNITED KINGDOM,1,36,32994,35-60,27
34617,35,HONG KONG,1,36,32994,35-60,13
34618,10,UNITED KINGDOM,1,36,32994,35-60,27
34620,19,HONG KONG,1,36,32994,35-60,13
34622,50,CAMBODIA,1,36,32994,35-60,28
34623,6,CHINA,1,36,32994,35-60,3
34624,10,THAILAND,1,36,32994,35-60,0
34626,26,SINGAPORE,1,36,32994,35-60,2
34627,33,UNITED KINGDOM,1,36,32994,35-60,27
34628,43,JAPAN,1,36,32994,35-60,15
34629,13,VIET NAM,1,36,32994,35-60,23
34631,24,PHILIPPINES,1,36,32994,35-60,8
34632,34,CHINA,1,36,32994,35-60,3
34633,33,HONG KONG,1,36,32994,35-60,13
34635,8,PHILIPPINES,1,36,32994,35-60,8
34638,21,CHINA,1,36,32994,35-60,3
34639,56,PHILIPPINES,1,36,32994,35-60,8
34641,26,AUSTRALIA,1,36,32994,35-60,9
34643,7,THAILAND,1,36,32994,35-60,0
34645,82,HONG KONG,1,36,32994,35-60,13
34646,6,MALAYSIA,1,36,32994,35-60,1
34647,29,CAMBODIA,1,36,33024,35-60,28
34648,81,HONG KONG,1,36,33024,35-60,13
34649,91,THAILAND,1,36,33024,35-60,0
34650,9,VIET NAM,1,36,33024,35-60,23
34651,14,HONG KONG,1,36,33024,35-60,13
34652,8,INDONESIA,1,36,33024,35-60,11
34653,8,INDONESIA,1,36,33024,35-60,11
34654,80,UNITED KINGDOM,1,36,33024,35-60,27
34656,13,SINGAPORE,1,36,33024,35-60,2
34657,9,HONG KONG,1,36,33024,35-60,13
34658,22,CHINA,1,36,33024,35-60,3
34660,10,JAPAN,1,36,33024,35-60,15
34662,11,CHINA,1,36,33024,35-60,3
34664,4,HONG KONG,1,36,33024,35-60,13
34665,43,MALAYSIA,1,36,33024,35-60,1
34666,2,MALAYSIA,1,36,33024,35-60,1
34667,4,FRANCE,1,36,33024,35-60,31
34669,39,SINGAPORE,1,36,33024,35-60,2
34670,30,CHINA,1,36,33024,35-60,3
34671,62,UNITED KINGDOM,1,36,33024,35-60,27
34672,33,SINGAPORE,1,36,33024,35-60,2
34674,20,CHINA,1,36,33024,35-60,3
34676,49,UNITED KINGDOM,1,36,33024,35-60,27
34677,82,NETHERLANDS,1,36,33024,35-60,29
34678,45,HONG KONG,1,36,33024,35-60,13
34680,49,MALAYSIA,1,36,33024,35-60,1
34681,13,PHILIPPINES,1,36,33024,35-60,8
34682,35,SINGAPORE,1,36,33024,35-60,2
34683,4,SINGAPORE,1,36,33024,35-60,2
34684,21,FRANCE,1,36,33024,35-60,31
34686,2,INDIA,1,36,33054,35-60,12
34687,17,INDIA,1,36,33054,35-60,12
34688,35,NEW ZEALAND,1,36,33054,35-60,7
34689,3,SINGAPORE,1,36,33054,35-60,2
34691,24,CAMBODIA,1,36,33054,35-60,28
34695,9,CHINA,1,36,33054,35-60,3
34696,2,UNITED KINGDOM,1,36,33054,35-60,27
34697,19,JAPAN,1,36,33054,35-60,15
34698,6,SINGAPORE,1,36,33054,35-60,2
34699,79,CHINA,1,36,33054,35-60,3
34701,3,PHILIPPINES,1,36,33054,35-60,8
34705,53,CHINA,1,36,33054,35-60,3
34706,13,INDIA,1,36,33054,35-60,12
34709,22,AUSTRALIA,1,36,33054,35-60,9
34710,25,AUSTRALIA,1,36,33054,35-60,9
34748,6,SINGAPORE,1,36,33054,35-60,2
34754,35,SINGAPORE,1,36,33054,35-60,2
34769,59,THAILAND,1,36,33054,35-60,0
34771,35,AUSTRALIA,1,36,33054,35-60,9
34785,4,MALAYSIA,1,36,33054,35-60,1
34791,19,UNITED KINGDOM,1,36,33054,35-60,27
34794,4,MALAYSIA,1,36,33054,35-60,1
34795,27,PHILIPPINES,1,36,33054,35-60,8
34796,7,INDONESIA,1,36,33054,35-60,11
34797,73,INDONESIA,1,36,33054,35-60,11
34798,8,HONG KONG,1,36,33054,35-60,13
34799,36,THAILAND,1,36,33054,35-60,0
34800,65,NETHERLANDS,1,36,33054,35-60,29
34801,12,RUSSIAN FEDERATION,1,36,33054,35-60,35
34802,24,CHINA,1,36,33054,35-60,3
34803,35,THAILAND,1,36,33084,35-60,0
34804,12,SINGAPORE,1,36,33084,35-60,2
34805,57,SPAIN,1,36,33084,35-60,34
34807,64,JAPAN,1,36,33084,35-60,15
34808,81,GERMANY,1,36,33084,35-60,40
34809,70,UNITED KINGDOM,1,36,33084,35-60,27
34812,45,THAILAND,1,36,33084,35-60,0
34813,68,ITALY,1,36,33084,35-60,38
34814,19,VIET NAM,1,36,33084,35-60,23
34815,20,PHILIPPINES,1,36,33084,35-60,8
34816,53,MOROCCO,1,36,33084,35-60,36
34817,77,MYANMAR,1,36,33084,35-60,22
34819,59,JAPAN,1,36,33084,35-60,15
34820,14,INDONESIA,1,36,33084,35-60,11
34821,30,JAPAN,1,36,33084,35-60,15
34822,72,MALAYSIA,1,36,33084,35-60,1
34823,16,CHINA,1,36,33084,35-60,3
34825,91,INDIA,1,36,33084,35-60,12
34826,8,THAILAND,1,36,33084,35-60,0
34827,13,CHINA,1,36,33084,35-60,3
34828,32,"KOREA, REPUBLIC OF",1,36,33084,35-60,5
34830,7,AUSTRALIA,1,36,33084,35-60,9
34832,12,SINGAPORE,1,36,33084,35-60,2
34833,29,"TAIWAN, PROVINCE OF CHINA",1,36,33084,35-60,16
34835,3,VIET NAM,1,36,33084,35-60,23
34836,77,HONG KONG,1,36,33084,35-60,13
34837,45,SINGAPORE,1,36,33084,35-60,2
34839,5,CHINA,1,36,33084,35-60,3
34841,16,FRANCE,1,36,33084,35-60,31
34842,36,PHILIPPINES,1,36,33084,35-60,8
34843,31,CHINA,1,36,33114,35-60,3
34844,23,CAMBODIA,1,36,33114,35-60,28
34845,7,SINGAPORE,1,36,33114,35-60,2
34847,19,"TAIWAN, PROVINCE OF CHINA",1,36,33114,35-60,16
34848,21,CHINA,1,36,33114,35-60,3
34850,23,SINGAPORE,1,36,33114,35-60,2
34851,73,SINGAPORE,1,36,33114,35-60,2
34852,39,AUSTRALIA,1,36,33114,35-60,9
34853,66,ITALY,1,36,33114,35-60,38
34854,37,CHINA,1,36,33114,35-60,3
34856,54,BERMUDA,1,36,33114,35-60,134
34857,8,SINGAPORE,1,36,33114,35-60,2
34858,83,GERMANY,1,36,33114,35-60,40
34859,16,VIET NAM,1,36,33114,35-60,23
34860,53,INDIA,1,36,33114,35-60,12
34861,10,INDIA,1,36,33114,35-60,12
34862,63,INDIA,1,36,33114,35-60,12
34863,47,PHILIPPINES,1,36,33114,35-60,8
34864,45,AUSTRALIA,1,36,33114,35-60,9
34865,7,SINGAPORE,1,36,33114,35-60,2
34869,84,BRAZIL,1,36,33114,35-60,89
34872,20,CAMBODIA,1,36,33114,35-60,28
34873,26,AUSTRALIA,1,36,33114,35-60,9
34874,15,MALAYSIA,1,36,33114,35-60,1
34875,2,SINGAPORE,1,36,33114,35-60,2
34878,12,PHILIPPINES,1,36,33114,35-60,8
34880,9,BANGLADESH,1,36,33114,35-60,58
34906,25,HONG KONG,1,36,33114,35-60,13
34950,25,CHINA,1,36,33114,35-60,3
34952,27,CHINA,1,36,33114,35-60,3
34953,85,NEPAL,1,36,33144,35-60,17
34954,32,HONG KONG,1,36,33144,35-60,13
34956,27,CHINA,1,36,33144,35-60,3
34957,25,CHINA,1,36,33144,35-60,3
34958,8,MALAYSIA,1,36,33144,35-60,1
34959,8,PHILIPPINES,1,36,33144,35-60,8
34960,76,"KOREA, REPUBLIC OF",1,36,33144,35-60,5
34964,22,MYANMAR,1,36,33144,35-60,22
34965,36,JAPAN,1,36,33144,35-60,15
34966,44,UNITED STATES,1,36,33144,35-60,14
34967,19,UNITED KINGDOM,1,36,33144,35-60,27
34969,92,GERMANY,1,36,33144,35-60,40
34970,57,MONGOLIA,1,36,33144,35-60,88
34971,37,THAILAND,1,36,33144,35-60,0
34972,56,OMAN,1,36,33144,35-60,60
34973,90,MALAYSIA,1,36,33144,35-60,1
34977,24,CHINA,1,36,33144,35-60,3
34979,78,HONG KONG,1,36,33144,35-60,13
34981,36,THAILAND,1,36,33144,35-60,0
34982,64,ITALY,1,36,33144,35-60,38
34983,37,HONG KONG,1,36,33144,35-60,13
34984,37,FRANCE,1,36,33144,35-60,31
34985,47,SINGAPORE,1,36,33144,35-60,2
34986,84,INDIA,1,36,33144,35-60,12
34987,37,FRANCE,1,36,33144,35-60,31
34989,7,CHINA,1,36,33144,35-60,3
34990,54,NEPAL,1,36,33144,35-60,17
34992,32,MALAYSIA,1,36,33144,35-60,1
34993,92,JAPAN,1,36,33144,35-60,15
34994,81,JAPAN,1,36,33144,35-60,15
34997,7,SINGAPORE,1,36,33174,35-60,2
34998,20,HONG KONG,1,36,33174,35-60,13
34999,6,THAILAND,1,36,33174,35-60,0
35001,9,"TAIWAN, PROVINCE OF CHINA",1,36,33174,35-60,16
35002,12,CHINA,1,36,33174,35-60,3
35003,16,CAMBODIA,1,36,33174,35-60,28
35004,13,NEW ZEALAND,1,36,33174,35-60,7
35005,45,SINGAPORE,1,36,33174,35-60,2
35006,66,CHINA,1,36,33174,35-60,3
35007,10,JAPAN,1,36,33174,35-60,15
35008,27,SINGAPORE,1,36,33174,35-60,2
35009,23,PHILIPPINES,1,36,33174,35-60,8
35010,33,INDIA,1,36,33174,35-60,12
35011,33,SRI LANKA,1,36,33174,35-60,44
35014,16,CHINA,1,36,33174,35-60,3
35015,78,INDIA,1,36,33174,35-60,12
35016,19,HONG KONG,1,36,33174,35-60,13
35017,3,SINGAPORE,1,36,33174,35-60,2
35019,37,JAPAN,1,36,33174,35-60,15
35021,50,ICELAND,1,36,33174,35-60,33
35022,79,PHILIPPINES,1,36,33174,35-60,8
35023,50,ICELAND,1,36,33174,35-60,33
35025,4,MALAYSIA,1,36,33174,35-60,1
35026,2,INDONESIA,1,36,33174,35-60,11
35027,2,SINGAPORE,1,36,33174,35-60,2
35028,6,UNITED KINGDOM,1,36,33174,35-60,27
35029,2,SINGAPORE,1,36,33174,35-60,2
35030,51,CHINA,1,36,33174,35-60,3
35031,19,VIET NAM,1,36,33174,35-60,23
35032,3,MALAYSIA,1,36,33174,35-60,1
35111,37,THAILAND,1,36,33204,35-60,0
35113,26,HONG KONG,1,36,33204,35-60,13
35114,72,MALAYSIA,1,36,33204,35-60,1
35115,54,MALAYSIA,1,36,33204,35-60,1
35118,14,"TAIWAN, PROVINCE OF CHINA",1,36,33204,35-60,16
35119,32,AUSTRALIA,1,36,33204,35-60,9
35120,36,PHILIPPINES,1,36,33204,35-60,8
35121,4,MALAYSIA,1,36,33204,35-60,1
35122,35,THAILAND,1,36,33204,35-60,0
35124,43,JAPAN,1,36,33204,35-60,15
35125,10,HONG KONG,1,36,33204,35-60,13
35126,12,INDONESIA,1,36,33204,35-60,11
35127,32,HONG KONG,1,36,33204,35-60,13
35128,10,HONG KONG,1,36,33204,35-60,13
35130,46,MALAYSIA,1,36,33204,35-60,1
35131,7,MALAYSIA,1,36,33204,35-60,1
35132,6,MALAYSIA,1,36,33204,35-60,1
35134,7,THAILAND,1,36,33204,35-60,0
35135,18,BELGIUM,1,36,33204,35-60,70
35136,25,THAILAND,1,36,33204,35-60,0
35137,9,INDONESIA,1,36,33204,35-60,11
35138,36,PHILIPPINES,1,36,33204,35-60,8
35139,8,MYANMAR,1,36,33204,35-60,22
35140,92,CAMBODIA,1,36,33204,35-60,28
35141,32,INDIA,1,36,33204,35-60,12
35142,32,SRI LANKA,1,36,33204,35-60,44
35143,92,THAILAND,1,36,33204,35-60,0
35144,55,SRI LANKA,1,36,33204,35-60,44
35145,73,INDIA,1,36,33204,35-60,12
35146,64,THAILAND,1,36,33204,35-60,0
35147,21,INDIA,1,36,33234,35-60,12
35148,60,SINGAPORE,1,36,33234,35-60,2
35149,8,INDIA,1,36,33234,35-60,12
35150,7,CHINA,1,36,33234,35-60,3
35152,6,SINGAPORE,1,36,33234,35-60,2
35153,4,INDONESIA,1,36,33234,35-60,11
35154,10,MALAYSIA,1,36,33234,35-60,1
35155,79,INDONESIA,1,36,33234,35-60,11
35156,5,IRELAND,1,36,33234,35-60,18
35157,87,SINGAPORE,1,36,33234,35-60,2
35158,7,VIET NAM,1,36,33234,35-60,23
35159,11,AUSTRALIA,1,36,33234,35-60,9
35160,35,SINGAPORE,1,36,33234,35-60,2
35161,9,HONG KONG,1,36,33234,35-60,13
35162,7,TURKEY,1,36,33234,35-60,61
35163,21,SRI LANKA,1,36,33234,35-60,44
35164,30,MALAYSIA,1,36,33234,35-60,1
35165,23,NORWAY,1,36,33234,35-60,37
35166,9,HONG KONG,1,36,33234,35-60,13
35168,7,SINGAPORE,1,36,33234,35-60,2
35171,4,SINGAPORE,1,36,33234,35-60,2
35173,61,BANGLADESH,1,36,33234,35-60,58
35174,20,SINGAPORE,1,36,33234,35-60,2
35175,6,MALAYSIA,1,36,33234,35-60,1
35179,22,MALAYSIA,1,36,33234,35-60,1
35180,57,INDIA,1,36,33234,35-60,12
35181,12,SINGAPORE,1,36,33234,35-60,2
35182,72,CHINA,1,36,33234,35-60,3
35183,3,SINGAPORE,1,36,33234,35-60,2
35184,16,CHINA,1,36,33234,35-60,3
35274,8,HONG KONG,1,36,33264,35-60,13
35275,5,PHILIPPINES,1,36,33264,35-60,8
35277,36,CHINA,1,36,33264,35-60,3
35278,11,VIET NAM,1,36,33264,35-60,23
35279,4,MALAYSIA,1,36,33264,35-60,1
35280,7,CHINA,1,36,33264,35-60,3
35281,7,"KOREA, REPUBLIC OF",1,36,33264,35-60,5
35282,34,PHILIPPINES,1,36,33264,35-60,8
35283,43,THAILAND,1,36,33264,35-60,0
35284,14,SAUDI ARABIA,1,36,33264,35-60,24
35285,13,THAILAND,1,36,33264,35-60,0
35286,14,JAPAN,1,36,33264,35-60,15
35287,13,THAILAND,1,36,33264,35-60,0
35288,3,SINGAPORE,1,36,33264,35-60,2
35289,35,CAMBODIA,1,36,33264,35-60,28
35290,39,THAILAND,1,36,33264,35-60,0
35291,8,HONG KONG,1,36,33264,35-60,13
35294,78,UNITED ARAB EMIRATES,1,36,33264,35-60,10
35295,20,MALAYSIA,1,36,33264,35-60,1
35296,22,CHINA,1,36,33264,35-60,3
35297,8,HONG KONG,1,36,33264,35-60,13
35298,63,THAILAND,1,36,33264,35-60,0
35299,55,THAILAND,1,36,33264,35-60,0
35300,48,CHINA,1,36,33264,35-60,3
35301,41,"TAIWAN, PROVINCE OF CHINA",1,36,33264,35-60,16
35302,13,SRI LANKA,1,36,33264,35-60,44
35303,75,PHILIPPINES,1,36,33264,35-60,8
35304,20,SINGAPORE,1,36,33264,35-60,2
35305,12,NETHERLANDS,1,36,33264,35-60,29
35307,9,CHINA,1,36,33264,35-60,3
35308,7,"TAIWAN, PROVINCE OF CHINA",1,36,33294,35-60,16
35309,27,AUSTRALIA,1,36,33294,35-60,9
35310,8,HONG KONG,1,36,33294,35-60,13
35311,33,THAILAND,1,36,33294,35-60,0
35312,29,HONG KONG,1,36,33294,35-60,13
35313,7,CAMBODIA,1,36,33294,35-60,28
35315,12,INDIA,1,36,33294,35-60,12
35316,29,PHILIPPINES,1,36,33294,35-60,8
35318,39,CHINA,1,36,33294,35-60,3
35320,48,FRANCE,1,36,33294,35-60,31
35321,66,PHILIPPINES,1,36,33294,35-60,8
35322,7,SINGAPORE,1,36,33294,35-60,2
35323,27,"TAIWAN, PROVINCE OF CHINA",1,36,33294,35-60,16
35324,13,"TANZANIA, UNITED REPUBLIC OF",1,36,33294,35-60,101
35325,93,SINGAPORE,1,36,33294,35-60,2
35326,18,HONG KONG,1,36,33294,35-60,13
35327,29,INDONESIA,1,36,33294,35-60,11
35328,3,MALAYSIA,1,36,33294,35-60,1
35329,44,THAILAND,1,36,33294,35-60,0
35330,53,THAILAND,1,36,33294,35-60,0
35332,12,INDIA,1,36,33294,35-60,12
35333,29,SINGAPORE,1,36,33294,35-60,2
35335,10,SINGAPORE,1,36,33294,35-60,2
35336,20,GREECE,1,36,33294,35-60,49
35338,4,VIET NAM,1,36,33294,35-60,23
35339,10,HONG KONG,1,36,33294,35-60,13
35340,28,INDIA,1,36,33294,35-60,12
35341,29,JAPAN,1,36,33294,35-60,15
35342,63,INDONESIA,1,36,33294,35-60,11
35343,10,SAUDI ARABIA,1,36,33294,35-60,24
35344,39,INDIA,1,36,33324,35-60,12
35345,6,FRANCE,1,36,33324,35-60,31
35346,78,"KOREA, REPUBLIC OF",1,36,33324,35-60,5
35348,3,SINGAPORE,1,36,33324,35-60,2
35349,11,THAILAND,1,36,33324,35-60,0
35352,4,SINGAPORE,1,36,33324,35-60,2
35353,44,INDIA,1,36,33324,35-60,12
35354,13,"KOREA, REPUBLIC OF",1,36,33324,35-60,5
35356,62,CHINA,1,36,33324,35-60,3
35357,9,UNITED KINGDOM,1,36,33324,35-60,27
35358,20,SINGAPORE,1,36,33324,35-60,2
35359,20,SINGAPORE,1,36,33324,35-60,2
35360,5,MALAYSIA,1,36,33324,35-60,1
35361,18,HONG KONG,1,36,33324,35-60,13
35362,51,THAILAND,1,36,33324,35-60,0
35363,22,THAILAND,1,36,33324,35-60,0
35364,9,SAUDI ARABIA,1,36,33324,35-60,24
35365,13,SINGAPORE,1,36,33324,35-60,2
35366,15,FRANCE,1,36,33324,35-60,31
35367,15,"KOREA, REPUBLIC OF",1,36,33324,35-60,5
35370,9,AUSTRALIA,1,36,33324,35-60,9
35371,20,AUSTRALIA,1,36,33324,35-60,9
35372,12,SINGAPORE,1,36,33324,35-60,2
35373,8,INDONESIA,1,36,33324,35-60,11
35376,10,MYANMAR,1,36,33324,35-60,22
35377,2,MALAYSIA,1,36,33324,35-60,1
35378,10,SINGAPORE,1,36,33324,35-60,2
35379,4,SINGAPORE,1,36,33324,35-60,2
35380,2,SINGAPORE,1,36,33324,35-60,2
35382,50,"KOREA, REPUBLIC OF",1,36,33324,35-60,5
35383,6,MALAYSIA,1,36,33354,35-60,1
35384,3,MALAYSIA,1,36,33354,35-60,1
35428,82,SINGAPORE,1,36,33354,35-60,2
35459,8,SINGAPORE,1,36,33354,35-60,2
35488,28,SWITZERLAND,1,36,33354,35-60,41
35499,10,SINGAPORE,1,36,33354,35-60,2
35500,17,PHILIPPINES,1,36,33354,35-60,8
35501,21,CHINA,1,36,33354,35-60,3
35502,19,JAPAN,1,36,33354,35-60,15
35503,7,THAILAND,1,36,33354,35-60,0
35504,10,SRI LANKA,1,36,33354,35-60,44
35505,11,PHILIPPINES,1,36,33354,35-60,8
35506,30,MALAYSIA,1,36,33354,35-60,1
35507,2,SINGAPORE,1,36,33354,35-60,2
35508,18,AUSTRALIA,1,36,33354,35-60,9
35509,6,INDONESIA,1,36,33354,35-60,11
35510,11,THAILAND,1,36,33354,35-60,0
35511,34,INDONESIA,1,36,33354,35-60,11
35513,16,SINGAPORE,1,36,33354,35-60,2
35514,67,JAPAN,1,36,33354,35-60,15
35516,2,SINGAPORE,1,36,33354,35-60,2
35519,7,"TAIWAN, PROVINCE OF CHINA",1,36,33354,35-60,16
35520,63,CHINA,1,36,33354,35-60,3
35521,10,CHINA,1,36,33354,35-60,3
35523,10,PHILIPPINES,1,36,33354,35-60,8
35525,92,JAPAN,1,36,33354,35-60,15
35527,51,UNITED KINGDOM,1,36,33354,35-60,27
35528,27,JAPAN,1,36,33354,35-60,15
35530,11,INDIA,1,36,33354,35-60,12
35531,32,THAILAND,1,36,33354,35-60,0
35532,27,CHINA,1,36,33384,35-60,3
35534,38,ITALY,1,36,33384,35-60,38
35535,68,CAMBODIA,1,36,33384,35-60,28
35536,18,CHINA,1,36,33384,35-60,3
35537,9,SINGAPORE,1,36,33384,35-60,2
35539,41,SINGAPORE,1,36,33384,35-60,2
35541,25,CHINA,1,36,33384,35-60,3
35542,2,SINGAPORE,1,36,33384,35-60,2
35543,12,CHINA,1,36,33384,35-60,3
35545,17,INDONESIA,1,36,33384,35-60,11
35546,88,CHINA,1,36,33384,35-60,3
35547,54,CZECH REPUBLIC,1,36,33384,35-60,66
35548,10,VIET NAM,1,36,33384,35-60,23
35549,50,SRI LANKA,1,36,33384,35-60,44
35550,25,INDIA,1,36,33384,35-60,12
35552,12,AUSTRALIA,1,36,33384,35-60,9
35553,10,SINGAPORE,1,36,33384,35-60,2
35555,82,PHILIPPINES,1,36,33384,35-60,8
35556,18,JAPAN,1,36,33384,35-60,15
35557,19,SRI LANKA,1,36,33384,35-60,44
35558,2,SINGAPORE,1,36,33384,35-60,2
35559,69,"KOREA, REPUBLIC OF",1,36,33384,35-60,5
35560,3,PHILIPPINES,1,36,33384,35-60,8
35561,17,CHINA,1,36,33384,35-60,3
35562,20,UNITED KINGDOM,1,36,33384,35-60,27
35563,4,FRANCE,1,36,33384,35-60,31
35565,18,"KOREA, REPUBLIC OF",1,36,33384,35-60,5
35566,40,"TAIWAN, PROVINCE OF CHINA",1,36,33384,35-60,16
35567,42,AUSTRIA,1,36,33384,35-60,45
35568,6,NORWAY,1,36,33384,35-60,37
35569,33,MALAYSIA,1,36,33414,35-60,1
35570,64,SINGAPORE,1,36,33414,35-60,2
35571,38,CHINA,1,36,33414,35-60,3
35572,4,SINGAPORE,1,36,33414,35-60,2
35573,8,SINGAPORE,1,36,33414,35-60,2
35574,4,CHINA,1,36,33414,35-60,3
35575,51,JAPAN,1,36,33414,35-60,15
35577,19,SINGAPORE,1,36,33414,35-60,2
35578,54,INDIA,1,36,33414,35-60,12
35579,17,JAPAN,1,36,33414,35-60,15
35580,5,VIET NAM,1,36,33414,35-60,23
35581,26,BULGARIA,1,36,33414,35-60,83
35582,8,JAPAN,1,36,33414,35-60,15
35583,12,HONG KONG,1,36,33414,35-60,13
35586,20,HONG KONG,1,36,33414,35-60,13
35588,18,MALAYSIA,1,36,33414,35-60,1
35589,46,ZIMBABWE,1,36,33414,35-60,122
35590,21,"KOREA, REPUBLIC OF",1,36,33414,35-60,5
35592,6,INDONESIA,1,36,33414,35-60,11
35593,7,SINGAPORE,1,36,33414,35-60,2
